word,lang_code,meanings
様子を見る,ru,"[""подожди и увидишь"", ""подождем и посмотрим""]"
標榜,es,"[""señalizar"", ""poste indicador"", ""letrero""]"
標準的,es,"[""estándar"", ""nivel"", ""patrón""]"
標準的,ru,"[""стандартный"", ""Стандарт""]"
標章,es,"[""marca"", ""marcar"", ""señalar""]"
模写,es,"[""Proceso de copiar"", ""Copiando"", ""copiar""]"
模擬,es,"[""simulación"", ""simulacro"", ""simulacion""]"
模様替え,es,"[""cambio de imagen"", ""Renovación""]"
模範的,es,"[""ejemplar"", ""modelo""]"
模試,es,"[""examen simulado"", ""simulacro de examen""]"
模造,es,"[""imitación"", ""remedo""]"
権利金,es,"[""dinero correcto"", ""dinero adecuado""]"
権化,es,"[""encarnación"", ""personificación divina"", ""encarnacion""]"
権益,es,"[""derechos e intereses"", ""derechos e interés""]"
横たえる,es,"[""acostarse"", ""tumbarse"", ""echarse""]"
横ばい,es,"[""departamento"", ""plano"", ""desinflado""]"
横丁,es,"[""Yokocho"", ""yococho""]"
横付け,es,"[""juntos"", ""lado a lado"", ""al lado""]"
横倒し,es,"[""Acuéstate de lado"", ""Acuéstese de costado""]"
横向き,es,"[""Paisaje"", ""Paisajista"", ""Ajardinar""]"
横手,es,"[""yokote"", ""Yokoté""]"
横断幕,es,"[""bandera"", ""pancarta"", ""estandarte""]"
横断幕,ru,"[""баннер"", ""знамя""]"
横暴,es,"[""tiranía""]"
横波,es,"[""onda transversal"", ""ola transversal""]"
横流し,es,"[""desviación"", ""diversión"", ""distracción""]"
横滑り,es,"[""patinando hacia un lado"", ""patinando de lado""]"
横目,es,"[""mirada de reojo"", ""Mirada de lado""]"
横穴,es,"[""agujero lateral"", ""orificio lateral""]"
横組み,es,"[""diseño horizontal"", ""Disposición horizontal""]"
横組み,ru,"[""Горизонтальная планировка"", ""Горизонтальное расположение""]"
横行,es,"[""desenfrenado"", ""rampante"", ""galopante""]"
横車,es,"[""sidecar"", ""carro lateral""]"
横軸,es,"[""eje horizontal"", ""eje vertical""]"
横領,es,"[""malversación"", ""desfalco"", ""fraude""]"
樹上,es,"[""en el arbol"", ""En el árbol""]"
樹氷,es,"[""escarcha"", ""rimar"", ""rima""]"
樹海,es,"[""mar de arboles"", ""Mar de árboles""]"
樹脂加工,es,"[""Procesamiento de resina"", ""Procesado de resina""]"
樹脂加工,ru,"[""Обработка смолы"", ""Переработка смолы""]"
橋,ru,"[""1) мост"", ""2) (анат.) мозговой (варолиев) мост""]"
橋脚,es,"[""muelle"", ""embarcadero"", ""malecón""]"
機上,es,"[""De a bordo"", ""A bordo"", ""abordo""]"
機先,es,"[""Delante del avión"", ""Por delante del avión""]"
機動隊,ru,"[""ОМОН"", ""полиция по охране общественного порядка""]"
機器,es,"[""dispositivo"", ""aparato"", ""mecanismo""]"
機密,es,"[""confidencial"", ""desconocido"", ""secreto""]"
機密保護,es,"[""seguridad"", ""fianza"", ""salvaguardia""]"
機密保護,ru,"[""безопасность""]"
機密費,es,"[""Gastos confidenciales""]"
機影,es,"[""Imagen de la máquina"", ""imagen de la maquina""]"
機微,es,"[""sutileza"", ""astucia"", ""finura""]"
機材,es,"[""equipo"", ""material"", ""equipaje""]"
機械化,es,"[""mecanización"", ""mecanizar""]"
機種,es,"[""Modelo"", ""Modelar"", ""Maqueta""]"
機織り,es,"[""tejeduría"", ""tejiendo"", ""tejer""]"
機転,es,"[""ingenio rápido"", ""rápido ingenio""]"
機軸,es,"[""eje"", ""axis"", ""ejecución""]"
機関紙,es,"[""diario"", ""revista"", ""periódico""]"
機首,es,"[""nariz"", ""morro"", ""narices""]"
欄,es,"[""columna"", ""hilera""]"
欄外,es,"[""margen"", ""excedente"", ""márgenes""]"
欄干,es,"[""parapeto"", ""pretil""]"
欠,es,"[""bostezo"", ""bostezar (y estirarse)"", ""bostezar""]"
欠員,es,"[""vacante"", ""vacancia"", ""vacuidad""]"
欠場,es,"[""ausente"", ""ausentarse"", ""distraído""]"
欠場,ru,"[""отсутствующий"", ""отсутствует"", ""нет""]"
欠損,es,"[""Déficit"", ""Falta"", ""Vaciedad""]"
欠航,es,"[""Cancelación de vuelo""]"
欠落,es,"[""desaparecido"", ""perdido"", ""ausentes""]"
欠落,ru,"[""отсутствующий"", ""отсутствует"", ""пропавший без вести""]"
次,es,"[""siguiente"", ""próximo"", ""subsiguiente""]"
次いで,es,"[""entonces"", ""luego"", ""después""]"
次のように,es,"[""como sigue"", ""lo siguiente"", ""de la siguiente manera""]"
次のように,ru,"[""следующее"", ""следующим образом"", ""как следует""]"
次代,es,"[""Próxima generación"", ""Siguiente generación""]"
次代,ru,"[""Следующее поколение"", ""Новое поколение""]"
次善,es,"[""Segundo"", ""Segundo mejor""]"
次官,es,"[""Subsecretario"", ""Subsecretaria""]"
次席,es,"[""Segundo asiento"", ""Segunda silla""]"
次期,es,"[""Próximo trimestre"", ""Próximo término""]"
次週,ru,"[""на следующей неделе"", ""следующая неделя""]"
次長,es,"[""subdirector"", ""Director adjunto""]"
欧文,es,"[""idioma europeo"", ""lenguaje europeo""]"
欧風,es,"[""estilo europeo""]"
欲張る,es,"[""avaro"", ""codicioso"", ""ávido""]"
歌い上げる,ru,"[""петь вслух"", ""петь во весь голос""]"
歌会,es,"[""fiesta de la canción"", ""fiesta de canciones""]"
歌会始,es,"[""Comienza la fiesta de la canción"", ""Empieza la fiesta de la canción""]"
歌会始,ru,"[""Песенная вечеринка начинается"", ""Вечеринка песни начинается""]"
歌唱,ru,"[""пение"", ""пою""]"
歌壇,es,"[""círculos de poesía"", ""circulos de poesia""]"
歌姫,ru,"[""дива""]"
歌心,es,"[""sentimiento poético"", ""sentimiento poeta""]"
歌曲,es,"[""canción"", ""canto"", ""cantar""]"
歌留多,ru,"[""игральные карты"", ""игра в карты"", ""karuta/traditional Japanese playing cards, esp. hyakunin isshu karuta or iroha karuta""]"
歌舞,es,"[""canción y baile"", ""canto y baile""]"
歌謡,es,"[""canciones"", ""canción""]"
歓呼,es,"[""salud"", ""aclamaciones"", ""aplausos""]"
歓喜,es,"[""alegría"", ""gozo"", ""júbilo""]"
歓声,es,"[""salud"", ""aclamaciones"", ""aplausos""]"
歓楽街,es,"[""barrio rojo"", ""distrito de luz roja""]"
歓送,es,"[""despedida"", ""Adiós"", ""adios""]"
止す,es,"[""cesar"", ""abolir"", ""renunciar""]"
止す,ru,"[""переставать, бросать (что-л. делать)""]"
止まり,es,"[""detener"", ""detenerse"", ""parada""]"
止まる,es,"[""detenerse"", ""permanecer"", ""quedarse""]"
止まる,ru,"[""останавливаться"", ""оставаться там же"", ""1) останавливаться""]"
止めどなく,ru,"[""бесконечно""]"
止血,es,"[""hemostasia"", ""Hemostasis""]"
正,es,"[""(lógica) verdad"", ""regular""]"
正,ru,"[""(кн.)"", ""1) правда"", ""справедливость"", ""правильность"", ""2) (мат.:) {～の} положительный (о числе)""]"
正す,ru,"[""1) исправлять, выправлять"", ""2) (см.) ただす【質す】2"", ""1) (に) спрашивать (кого-л.), обращаться с вопросом (к кому-л.)""]"
正則,es,"[""regular"", ""ordinario"", ""normal""]"
正史,es,"[""historia oficial""]"
正室,es,"[""esposa legal"", ""esposa legítima""]"
正常化,es,"[""normalización"", ""normalizar""]"
正式名称,ru,"[""Официальное название"", ""Официальное имя""]"
正当防衛,es,"[""legítima defensa"", ""defensa legítima""]"
正当防衛,ru,"[""законная защита"", ""Законная оборона""]"
正念場,es,"[""momento crucial"", ""Momento decisivo""]"
正念場,ru,"[""Решающий момент"", ""Критический момент""]"
正攻法,es,"[""método de ataque directo"", ""método de ataque recto""]"
正教,es,"[""Ortodoxia"", ""Ortodoxa""]"
正木,es,"[""Masaki"", ""masak""]"
正殿,es,"[""Seiden"", ""seidán""]"
正気,es,"[""cordura"", ""sensatez"", ""juicio""]"
正答,ru,"[""Правильный ответ"", ""Правильное решение""]"
正視,es,"[""Visión directa"", ""vision directa""]"
正論,es,"[""argumento verdadero"", ""verdadero argumento""]"
正道,es,"[""camino correcto"", ""sendero correcto""]"
此処等,es,"[""Aquí etc"", ""Aquí, etc.""]"
武人,es,"[""guerrero"", ""soldado""]"
武功,es,"[""hazañas militares"", ""proezas militares""]"
武勇,es,"[""Valor"", ""valentía""]"
武官,es,"[""oficial militar"", ""funcionario militar""]"
武家,es,"[""samurai"", ""samurái""]"
武将,es,"[""comandante militar"", ""jefe militar""]"
武者修行,es,"[""entrenamiento guerrero"", ""Entrenamiento de guerrero""]"
武者修行,ru,"[""тренировка воина"", ""обучение воина""]"
武術,es,"[""artes marciales""]"
歩み寄り,es,"[""Compromiso"", ""Comprometer"", ""Transigir""]"
歩兵,es,"[""infantería"", ""Infanteria""]"
歩幅,es,"[""longitud de zancada"", ""longitud de paso""]"
歩数,es,"[""numero de pasos"", ""cantidad de pasos""]"
歩留まり,es,"[""Producir"", ""Rendir"", ""Rendimiento""]"
歩行,es,"[""caminando"", ""andante"", ""a pie""]"
歩行者天国,ru,"[""пешеходный рай"", ""пеший рай""]"
歪む,es,"[""distorsionarse"", ""estar distorsionado""]"
歯,es,"[""diente""]"
歯,ru,"[""1) зуб[ы]"", ""{～のない} беззубый"", ""2) зубья"", ""зубцы""]"
歯ごたえ,es,"[""Correoso"", ""Fibroso"", ""masticable""]"
歯並び,es,"[""hilera de dientes"", ""filas de dientes""]"
歯並び,ru,"[""ряд зубов"", ""зубы""]"
歯向かう,ru,"[""противостоять"", ""столкнуться""]"
歯垢,ru,"[""зубной налет"", ""Зубной налёт""]"
歯形,es,"[""perfil de diente"", ""perfil dental""]"
歯痛,es,"[""dolor de muelas"", ""dolor de dientes""]"
歯科医師,ru,"[""дантист"", ""зубной врач""]"
歯科衛生士,es,"[""higienista dental"", ""higienista bucal""]"
歯科衛生士,ru,"[""стоматолог-гигиенист"", ""зубной гигиенист""]"
歳入,es,"[""ganancia"", ""ingresos"", ""rédito""]"
歳出,es,"[""gasto"", ""desembolso"", ""Gastos""]"
歳時記,es,"[""Saijiki""]"
歳時記,ru,"[""Сайджики"", ""Саидзики""]"
歳暮,es,"[""regalo de fin de año"", ""regalo fin de año""]"
歳費,es,"[""gastos anuales"", ""gasto anual""]"
歴,es,"[""historia"", ""ciencia histórica""]"
歴任,es,"[""Posiciones sucesivas"", ""Cargos sucesivos""]"
歴戦,es,"[""Veterano"", ""Veterana""]"
歴程,es,"[""Itinerario"", ""Ruta"", ""Camino""]"
歴訪,es,"[""Visita"", ""Visitar"", ""Ir a""]"
死に体,es,"[""muriendo"", ""moribundo"", ""agonizante""]"
死に体,ru,"[""умирающий"", ""умирает""]"
死に物狂い,es,"[""Desesperadamente"", ""desesperada""]"
死の灰,es,"[""cenizas de la muerte"", ""cenizas de muerte""]"
死の灰,ru,"[""пепел смерти"", ""прах смерти""]"
死亡者,es,"[""fallecido"", ""difunto"", ""muerto""]"
死傷,es,"[""muerte o lesión"", ""muerte o herida""]"
死別,es,"[""duelo"", ""pérdida"", ""luto""]"
死力,es,"[""poder de la muerte"", ""poder de muerte""]"
死後,es,"[""después de la muerte"", ""luego de la muerte""]"
死滅,es,"[""extinción"", ""desaparición""]"
死球,es,"[""Golpeado por un lanzamiento"", ""Golpeado por un tono""]"
死球,ru,"[""Удар по смоле"", ""Хит подачей""]"
死生,es,"[""vida y muerte""]"
死産,es,"[""nacimiento de un niño muerto"", ""muerte fetal"", ""nacimiento muerto""]"
死票,es,"[""voto muerto"", ""votación muerta""]"
死票,ru,"[""Мертвое голосование"", ""Мёртвый голос""]"
死線,es,"[""línea de muerte"", ""linea de la muerte""]"
死闘,es,"[""lucha a muerte"", ""lucha mortal""]"
死骸,es,"[""cuerpo"", ""res muerta"", ""armazón""]"
殉職,es,"[""Marty en el cumplimiento del deber"", ""Marty en el cumplimiento de su deber""]"
殊勝,es,"[""victoria especial"", ""triunfo especial""]"
残った分,es,"[""lo que queda"", ""¿Qué queda?""]"
残った分,ru,"[""Что осталось"", ""что осталось?""]"
残余,es,"[""resto"", ""resta"", ""remanente""]"
残像,es,"[""imagen remanente"", ""imagen sucesiva"", ""imagen secundaria""]"
残党,es,"[""restos"", ""residuos""]"
残務,es,"[""reserva"", ""atrasos"", ""leño en el fondo del hogar""]"
残塁,es,"[""bases restantes"", ""restantes""]"
残塁,ru,"[""оставшиеся базы"", ""остальные базы""]"
残存,es,"[""restante"", ""otro"", ""queda""]"
残滓,es,"[""residuo"", ""saldo"", ""superávit""]"
残照,es,"[""Resplandor crepuscular"", ""resplandor"", ""resplandor posterior""]"
残留,es,"[""residual"", ""residuo""]"
残虐,es,"[""crueldad"", ""saña"", ""brutalidad""]"
残雪,es,"[""nieve restante""]"
残額,es,"[""Cantidad restante"", ""Importe restante""]"
残飯,es,"[""Sobras"", ""Restos"", ""Restos de""]"
殖産,es,"[""cría"", ""crianza"", ""clase""]"
殴り合い,es,"[""pelea a puñetazos"", ""pelea de puños""]"
殴り込み,es,"[""RAID"", ""incursión"", ""redada""]"
段位,es,"[""Rango Dan"", ""rango de dan""]"
段位,ru,"[""Дэн ранг"", ""ранг Дэн""]"
段違い,es,"[""nivel diferente"", ""diferente nivel""]"
殺し屋,ru,"[""убийца"", ""преступник""]"
殺し文句,es,"[""frase asesina"", ""frase asesino""]"
殺人事件,ru,"[""дело об убийстве"", ""дело об убийствах""]"
殺傷,es,"[""matar o herir"", ""matando o hiriendo""]"
殺意,es,"[""intención asesina"", ""intento asesino""]"
殺気立つ,es,"[""me siento asesino""]"
殺生,es,"[""asesinato"", ""matanza"", ""mortal""]"
殺虫,es,"[""insecticida"", ""pesticida""]"
殺虫,ru,"[""инсектицид""]"
殺陣,es,"[""pelea de espadas"", ""lucha con espadas""]"
殺陣,ru,"[""бой на мечах"", ""меч бой""]"
殺風景,es,"[""escena desolada"", ""escenario desolado""]"
殻,es,"[""cáscara""]"
殻,ru,"[""оболочка"", ""очищать от скорлупы"", ""раковина""]"
殿,es,"[""Caballero"", ""Señor"", ""Lord""]"
殿,ru,"[""(ист.)"", ""1) князь"", ""господин"", ""барин"", ""2) дворец""]"
殿下,es,"[""Su Alteza"", ""su majestad""]"
殿堂,es,"[""Salón de la Fama""]"
毀損,es,"[""daño"", ""dañar"", ""perjudicar""]"
母,es,"[""madre""]"
母,ru,"[""мать"", ""{～の} материнский""]"
母の日,ru,"[""день матери""]"
母体,es,"[""cuerpo materno"", ""cuerpo de la madre""]"
母屋,es,"[""edificio principal""]"
母性愛,es,"[""amor maternal"", ""Amor materno""]"
母性愛,ru,"[""материнская любовь"", ""материнской любви""]"
母港,es,"[""puerto base"", ""Puerto de origen""]"
母胎,ru,"[""утроба матери"", ""материнская утроба""]"
母船,es,"[""nave nodriza"", ""barco nodriza""]"
毎,ru,"["": {～[に]} каждый [раз]""]"
毎に,es,"[""cada"", ""respectivamente""]"
毎分,es,"[""cada minuto"", ""cada momento""]"
毎分,ru,"[""каждую минуту"", ""каждую минут""]"
毎日のように,es,"[""como todos los dias"", ""como cada día""]"
毎日のように,ru,"[""как каждый день"", ""вроде каждый день""]"
毎時,es,"[""cada hora"", ""a cada hora"", ""de cada hora""]"
毎秒,es,"[""uno de cada dos"", ""cada segundo"", ""cada momento""]"
毎秒,ru,"[""каждую секунду"", ""каждую вторую""]"
毒ガス,ru,"[""ядовитый газ"", ""отравленный газ""]"
毒性,es,"[""toxicidad"", ""tóxico""]"
毒殺,es,"[""envenenamiento"", ""intoxicación"", ""veneno""]"
毒素,es,"[""toxina"", ""toxic""]"
毒舌,es,"[""lengua venenosa"", ""lengua envenenada""]"
比する,es,"[""comparar"", ""cotejar"", ""equiparar""]"
比べ,ru,"[""по сравнению"", ""сравнивал""]"
比例配分,ru,"[""пропорционально"", ""Пропорциональное соотношение""]"
比叡山,es,"[""monte Hiei""]"
比較的,ru,"[""сравнительно"", ""относительно""]"
比類,es,"[""comparación"", ""cotejo"", ""parangón""]"
毛並み,es,"[""abrigo"", ""cubrir"", ""capa""]"
毛穴,es,"[""poros""]"
毛筆,es,"[""cepillar"", ""cepillo"", ""pincel""]"
毛細血管,ru,"[""капилляры""]"
毛頭,es,"[""cabeza de pelo"", ""pelo cabeza""]"
毛髪,es,"[""cabello"", ""pelo"", ""vello""]"
氏子,es,"[""feligrés"", ""parroquiano""]"
民主党,ru,"[""Демократическая партия""]"
民俗芸能,es,"[""artes escénicas populares"", ""artes escénicas folklóricas""]"
民俗芸能,ru,"[""народное исполнительское искусство"", ""народное театральное искусство""]"
民具,es,"[""Implementos populares"", ""Herramientas populares""]"
民具,ru,"[""Народные орудия"", ""Народные принадлежности""]"
民営化,es,"[""privatización"", ""privado""]"
民団,es,"[""Mindán"", ""mindan""]"
民団,ru,"[""((сокр.) 居留民団) корпорация резидентов (граждан какой-л. страны, проживающих за границей)""]"
民家,es,"[""casa privada"", ""Casa particular""]"
民宿,ru,"[""Бед Энд Брекфаст"", ""B&B""]"
民心,es,"[""sentimiento público"", ""sentir público""]"
民族自決,es,"[""autodeterminación nacional"", ""libre determinación nacional""]"
民権,es,"[""derechos civiles""]"
民生,es,"[""vida civil"", ""la vida civil""]"
民生委員,es,"[""comité de bienestar civil""]"
民生委員,ru,"[""Комитет гражданского благосостояния"", ""Комитет общественного благосостояния""]"
民社党,es,"[""Partido Socialista Democrático"", ""partido socialista demócrata""]"
民社党,ru,"[""Демократическая социалистическая партия""]"
民話,ru,"[""народная сказка"", ""народная легенда""]"
民間放送,es,"[""radiodifusión comercial"", ""transmisión comercial""]"
民需,es,"[""Demanda civil""]"
気,es,"[""energía"", ""aire"", ""atmósfera""]"
気,ru,"[""1) воздух"", ""пар"", ""газ"", ""дыхание"", ""2) (прям. и перен.) атмосфера, дух"", ""3) запах, аромат"", ""букет (вина, табака)""]"
気がつく,ru,"[""уведомление"", ""замечать"", ""обратите внимание""]"
気さく,es,"[""amigable"", ""simpático"", ""amable""]"
気づかれ,es,"[""no notado"", ""No se dio cuenta""]"
気づき,es,"[""conciencia"", ""conocimiento"", ""concientización""]"
気づく,ru,"[""уведомление"", ""замечать"", ""обратите внимание""]"
気のせい,ru,"[""Это всего лишь мое воображение"", ""Это просто мое воображение""]"
気の向くままに,es,"[""como quieras"", ""como desee""]"
気の向くままに,ru,"[""как вам будет угодно"", ""как пожелаете""]"
気付,es,"[""cuidado"", ""atención"", ""cuidar""]"
気付,ru,"[""1) воодушевление"", ""бодрость духа"", ""2) приведение в чувство"", ""возвращение к жизни"", ""3) (см.) きつけぐすり""]"
気分転換,es,"[""cambio de ritmo"", ""cambio de paso""]"
気勢,es,"[""espíritu"", ""alcohol"", ""alma""]"
気味,es,"[""gusto"", ""sabor"", ""sensación""]"
気味,ru,"[""(см.) きみ【気味】"", ""1) чувство, ощущение"", ""впечатление"", ""настроение, расположение духа"", ""2) намёк, признак, налёт, оттенок""]"
気安い,ru,"[""Дешевый"", ""Дешево""]"
気弱,ru,"[""Робкий"", ""Робенький""]"
気持ち悪い,ru,"[""чувствовать себя плохо"", ""плохо себя чувствовать""]"
気晴らし,es,"[""distracción"", ""confusión"", ""descanso""]"
気概,es,"[""espíritu"", ""alcohol"", ""alma""]"
気泡,es,"[""burbujas"", ""pompas""]"
気色ばむ,es,"[""Sexy"", ""Atractivo"", ""Sexual""]"
気苦労,es,"[""esfuerzo"", ""tentativa"", ""obra""]"
気触れ,es,"[""una pista"", ""una sugerencia""]"
気触れ,ru,"[""намек"", ""подсказка""]"
気象予報士,ru,"[""синоптик"", ""прогнозист погоды""]"
気象庁,ru,"[""Японское метеорологическое агентство"", ""Японское метеорологическое управление""]"
気負い,es,"[""ansiedad"", ""angustia""]"
気負い,ru,"[""беспокойство"", ""тревога""]"
気道,es,"[""vías respiratorias"", ""tracto respiratorio"", ""aparato respiratorio""]"
気道,ru,"[""дыхательные пути"", ""респираторные пути""]"
気遣う,es,"[""cuidado"", ""atención"", ""cuidar""]"
気遣う,ru,"[""забота"", ""уход""]"
気鋭,es,"[""enérgico"", ""animoso"", ""fogoso""]"
水,es,"[""agua (fría, fresca)""]"
水かさ,es,"[""contenedor de agua"", ""recipiente de agua""]"
水上,es,"[""en el agua"", ""sobre el agua""]"
水仙,es,"[""narciso"", ""Narciso.""]"
水俣病,ru,"[""Болезнь Минамата"", ""болезнь Минаматы""]"
水先案内,es,"[""Pilotaje"", ""Practicaje""]"
水入り,es,"[""Contiene agua"", ""Incluye agua""]"
水入り,ru,"[""Содержит воду"", ""Содерживает воду""]"
水冷,es,"[""refrigeración por agua"", ""enfriamiento de agua""]"
水切り,es,"[""escurridor""]"
水利,es,"[""uso del agua"", ""consumo de agua""]"
水割り,es,"[""división de agua"", ""agua dividida""]"
水加減,es,"[""Nivel del agua"", ""nivel de agua""]"
水口,es,"[""Mizuguchi"", ""zuguchi""]"
水商売,es,"[""negocio del agua"", ""negocios de agua""]"
水圧,es,"[""presión de agua"", ""presion del agua""]"
水域,es,"[""cuerpo de agua"", ""masa de agua""]"
水墨画,es,"[""pintura de tinta"", ""pintura con tinta""]"
水底,es,"[""submarino"", ""acuícola"", ""bajo el agua""]"
水彩画,es,"[""pintura de acuarela"", ""acuarela""]"
水性,es,"[""acuoso"", ""sedimentario"", ""Acoso""]"
水性,ru,"["": {～の} (обр.) непостоянный, изменчивый"", ""капризный"", ""легкомысленный""]"
水揚げ,es,"[""descarga"", ""alijo"", ""descargando""]"
水曜,ru,"[""Среда""]"
水死,es,"[""ahogo"", ""ahogando"", ""ahogándose""]"
水没,es,"[""Sumergido"", ""Sumergedo""]"
水没,ru,"[""Погруженный"", ""погруженный в воду""]"
水泡,es,"[""ampollas"", ""ampolletas""]"
水流,es,"[""flujo de agua"", ""caudal de agua""]"
水浸し,es,"[""Empapado en agua"", ""Mojado en agua""]"
水源地,es,"[""fuente de agua""]"
水溶液,es,"[""solución acuosa"", ""disolución acuosa""]"
水滸伝,es,"[""Suikoden"", ""suicoden""]"
水滸伝,ru,"[""Суйкоден"", ""Суикоден""]"
水玉,es,"[""lunares"", ""puntos""]"
水瓶,es,"[""botella de agua""]"
水生,es,"[""acuático"", ""animal acuático"", ""planta acuática""]"
水生植物,es,"[""plantas acuáticas"", ""plantas acuaticas""]"
水生植物,ru,"[""водные растения"", ""водных растений""]"
水産庁,es,"[""Agencia de Pesca""]"
水産庁,ru,"[""Рыболовное агентство"", ""Агентство рыболовства""]"
水稲,es,"[""arroz con cáscara"", ""Arroz con cascara""]"
水耕,es,"[""Hidroponia"", ""hidroponía""]"
水脈,es,"[""vena de agua"", ""vena agua""]"
水路,es,"[""camino acuático"", ""vía fluvial"", ""canal""]"
水辺,es,"[""orilla del agua"", ""ribera""]"
水遊び,es,"[""juego de agua"", ""juego acuático""]"
水道水,ru,"[""водопроводная вода"", ""вода из-под крана""]"
水郷,es,"[""Suigo"", ""suigó""]"
水酸化ナトリウム,es,"[""hidróxido de sodio"", ""hidroxido de sodio""]"
水酸化ナトリウム,ru,"[""гидроксид натрия"", ""гидроокись натрия""]"
水量,es,"[""cantidad de agua"", ""cantidades de agua""]"
水際,es,"[""borde del agua"", ""orilla del agua""]"
水難,es,"[""Desastre del agua"", ""desastre de agua""]"
水頭症,es,"[""hidrocefalia"", ""hidrocefalio""]"
水頭症,ru,"[""гидроцефалия"", ""водянка""]"
水飲み,es,"[""agua potable"", ""beber agua""]"
水鳥,es,"[""aves acuáticas"", ""ave acuática""]"
氷,es,"[""hielo""]"
氷,ru,"[""лёд"", ""1) лёд"", ""{～の} ледяной""]"
氷室,es,"[""himuro"", ""Himura""]"
氷点下,es,"[""Bajo cero"", ""Por debajo del punto de congelación""]"
氷点下,ru,"[""Ниже нуля"", ""ниже точки замерзания""]"
氷解,es,"[""hielo derritiéndose"", ""hielo derretido""]"
永久,es,"[""permanentemente"", ""eternamente"", ""perpetuamente""]"
汁気,es,"[""jugoso"", ""sabroso"", ""picante""]"
汁気,ru,"[""сочный"", ""сочная""]"
求刑,es,"[""castigo"", ""escarmiento"", ""paliza""]"
求愛,es,"[""noviazgo"", ""cortejo"", ""galanteo""]"
求職,es,"[""búsqueda de empleo"", ""busqueda de trabajo""]"
求道,es,"[""Buscando el camino""]"
汎用,es,"[""Propósito general""]"
汗,es,"[""sudor"", ""transpiración""]"
汗,ru,"[""пот"", ""пена (у лошади)""]"
汗だく,es,"[""sudoroso"", ""sudado"", ""cubierto de sudor""]"
汗ばむ,es,"[""sudoroso"", ""sudado"", ""cubierto de sudor""]"
汗水,es,"[""sudor y agua""]"
汚れ,es,"[""mancha""]"
汚れる,es,"[""ensuciar""]"
汚れ役,es,"[""papel sucio"", ""rol sucio""]"
汚れ役,ru,"[""грязная роль"", ""грязь""]"
汚泥,es,"[""lodo"", ""sedimento fangoso"", ""aguas de albañal""]"
汚物,es,"[""inmundicia"", ""porquería"", ""cochinada""]"
江上,es,"[""egami"", ""Egamí""]"
江上,ru,"[""Эгами"", ""Егами""]"
江戸っ子,es,"[""Edokko""]"
江戸前,es,"[""Edomas"", ""edomae""]"
江戸時代,es,"[""periodo edo"", ""Período Edo""]"
江戸時代,ru,"[""Период Эдо""]"
決,es,"[""Decisión"", ""Fallo"", ""Determinación""]"
決する,es,"[""decidir"", ""decidirse"", ""determinar""]"
決まって,ru,"[""Определенно"", ""определённо""]"
決まり手,es,"[""factor decisivo"", ""factor determinante""]"
決まり手,ru,"[""решающий фактор"", ""Определяющий фактор""]"
決まり文句,es,"[""cliché"", ""tópico"", ""clisé""]"
決め,es,"[""decisión"", ""fallo"", ""determinación""]"
決め手,es,"[""factor decisivo"", ""Factor determinante""]"
決め球,es,"[""bola decisiva"", ""pelota decisiva""]"
決め球,ru,"[""решающий мяч"", ""решающий шар""]"
決別,es,"[""despedida"", ""Adiós"", ""adios""]"
決勝トーナメント,es,"[""torneo final"", ""Torneo definitivo""]"
決勝トーナメント,ru,"[""Финальный турнир"", ""Итоговый турнир""]"
決勝点,es,"[""Punto final""]"
決壊,es,"[""colapsar"", ""colapso"", ""derrumbarse""]"
決定版,es,"[""Edición definitiva""]"
決定的,es,"[""decisivo"", ""determinante""]"
決死,es,"[""desesperado"", ""apremiante"", ""grave""]"
決済,es,"[""asentamiento"", ""solución"", ""liquidación""]"
決済方法,es,"[""Método de pago"", ""Forma de pago""]"
決済方法,ru,"[""Способ оплаты"", ""Метод оплаты""]"
決然,es,"[""resueltamente"", ""decididamente""]"
決行,es,"[""realizar"", ""Llevar a cabo"", ""cumplir""]"
決裁,es,"[""Aprobación"", ""Visto bueno"", ""Beneplácito""]"
決裂,es,"[""ruptura"", ""rompimiento"", ""hernia""]"
決起,es,"[""levantándose"", ""levantarse""]"
沈下,es,"[""hundimiento"", ""apaciguamiento"", ""bajada""]"
沈滞,es,"[""estancamiento"", ""paralización"", ""inactividad""]"
沈痛,es,"[""dolor hundido"", ""dolor que se hunde""]"
沈着,es,"[""declaración"", ""testimonio"", ""disposición""]"
沈菜,es,"[""Shenchoi"", ""shenchói"", ""kimchi/kimchee""]"
沈菜,ru,"[""Шэнчой"", ""Шеньчой"", ""kimchi/kimchee""]"
沈降,es,"[""sedimentación"", ""sedimentacion""]"
沈黙,es,"[""silencio"", ""mutismo""]"
沈黙,ru,"[""молчание"", ""молчаливость"", ""{～する} молчать"", ""помалкивать""]"
沖合,es,"[""costa afuera"", ""terral"", ""a cierta distancia""]"
沖縄,ru,"[""Окинава"", ""Окинавы""]"
沙汰,es,"[""historia"", ""cuento"", ""relato""]"
没,es,"[""muerte"", ""defunción"", ""mortalidad""]"
没,ru,"[""смерть""]"
没年,es,"[""año de muerte""]"
没後,es,"[""después de la muerte"", ""luego de la muerte""]"
沢,es,"[""Sawa"", ""sierra""]"
沢地,es,"[""Sawaji"", ""Sawaj""]"
沢山,es,"[""muchos"", ""abundantes""]"
沢山,ru,"[""1) много"", ""2) довольно, достаточно, хватит""]"
